id,value
id_95,146.39359595894507
id_96,128.25314007272209
id_97,-7.4044393618230213
id_98,2.09733999094819
id_99,23.777925782906124
id_100,1.0071252472060008
id_101,1.169801064713047
id_102,5.345298382417063
id_103,2.0288755541844492
id_104,13.482176845311846
id_105,20.53200927373608
id_106,40.367551875421057
id_107,67.612868913646466
id_108,39.389178767836846
id_109,-6.912180670982556
id_110,67.005269229920287
id_111,-3.8013808178452884
id_112,1.4299680857151245
id_113,307.53302569849455
id_114,290.54030266961513
id_115,-2.815909271549323
id_116,-6.346349821538892
id_117,16.82974642672788
id_118,-3.9175147976246176
id_119,-6.5283681432496747
id_120,-2.9893627017166597
id_121,-8.650473228463408
id_122,7.4903814450111295
id_123,5.5911363944061581
id_124,31.785761578012568
id_125,52.330944457721927
id_126,18.125816088244473
id_127,8.5202604046501129
id_128,79.823043355886824
id_129,8.6029143166326492
id_130,1.9347324469079492
id_131,114.30761470023943
id_132,124.22662212856514
id_133,4.6392529396973838
id_134,4.8978090782233448
id_135,15.261353289328774
id_136,1.3238118647459967
id_137,0.9232824360049583
id_138,1.8194310744727629
id_139,-0.98639852924027505
id_140,20.536933728335214
id_141,8.0255302008114029
id_142,46.631011558916413
id_143,146.65986351110732
id_144,54.996455012773083
id_145,3.4722208913669128
id_146,53.996146097471126
id_147,12.764387845950097
id_148,-2.8338813794456117
id_149,77.316469414700151
id_150,71.349409722664092
id_151,-1.0844275663080154
id_152,4.1981011336093257
id_153,19.776344009689545
id_154,8.3265664030536648
id_155,3.8170280171656232
id_156,4.8001458482175892
id_157,4.7048978912161141
id_158,9.6211369666648334
id_159,15.676807495383791
id_160,51.532786007221844
id_161,62.052795732872916
id_162,27.506751402057326
id_163,2.9207851093346164
id_164,49.13794557594855
id_165,4.1242243057716914
id_166,-17.119523367531567
id_167,149.80296596212006
id_168,176.47896048294712
id_169,25.208711033227395
id_170,-0.30361869349833981
id_171,23.434581999454846
id_172,0.46378938118040658
id_173,3.9679048130429586
id_174,-4.517517504291626
id_175,3.5465244905323825
id_176,30.816372113897593
id_177,17.908049647717647
id_178,19.436859352698441
id_179,81.461704185805715
id_180,32.199912509223893
id_181,0.96136597001352708
id_182,76.214868501903666
id_183,6.4531027450159968
id_184,-14.325112671629498
id_185,106.10857098800338
id_186,104.30292599857151
id_187,-1.9461666920202418
id_188,0.23645632965138175
id_189,29.011802846007726
id_190,1.6527672429483236
id_191,-3.4091213897579111
id_192,0.66339602099895956
id_193,-3.1250067038107634
id_194,8.1060010719065296
id_195,14.746990866463598
id_196,73.667250741825768
id_197,98.460052802644142
id_198,58.522016318794542
id_199,-3.9659778454937848
id_200,45.91992626124879
id_201,-6.643016623838168
id_202,7.3755508037772408
id_203,301.20656255895227
id_204,301.24484072255791
id_205,12.140937738129583
id_206,-2.3493056595715007
id_207,17.747821034113546
id_208,-2.0823830754434223
id_209,-6.1034061640256496
id_210,-1.5950747419726961
id_211,-1.1265286614527854
id_212,13.328713402852015
id_213,13.391240709495889
id_214,36.644195541841093
id_215,61.529545519139603
id_216,50.327093605104587
id_217,2.3923441642879357
id_218,58.008240237880528
id_219,3.5651314355167409
id_220,-7.1955380927189214
id_221,141.29237653340425
id_222,137.49892340454466
id_223,-15.664094574720341
id_224,-5.2580637308235785
id_225,20.998372779074948
id_226,0.17314129299734926
id_227,-3.1452853238060205
id_228,3.5567321120885573
id_229,-0.82832779526029654
id_230,0.70378120286622103
id_231,8.2324247515758806
id_232,43.045809596458739
id_233,37.535278006430588
id_234,23.600752136319546
id_235,8.0922375525882675
id_236,66.219221850627036
id_237,4.626076731978646
id_238,8.1551076966598472
id_239,117.48979531205859
